"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"3229","3559.46322.1.2648","SGN35-016",3559,"Bendamustine and Brentuximab vedotin","46322","normal",1,"Non-curative therapy","2648"
"3230","795.3478.663.2648","CoH 11051",795,"Brentuximab vedotin monotherapy","3478","Regimen variant #1 q3wk cycle x 4",663,"Non-curative therapy","2648"
"3231","2724.3478.999.2648","MSK 11-142",2724,"Brentuximab vedotin monotherapy","3478","Regimen variant #2 3 out of 4 weeks",999,"Non-curative therapy","2648"
"3232","3560.23154.1.2648","SGN35-025",3560,"Brentuximab vedotin and Nivolumab","23154","normal",1,"Non-curative therapy","2648"
"3233","3103.23168.186.2648","Pfreundschuh et al. 1994",3103,"DexaBEAM","23168","Regimen variant #1 2 cycles with standard-dose etoposide",186,"Non-curative therapy","2648"
"3234","1556.23168.924.2648","GHSG HD-R1|GHSG HD-R1",1556,"DexaBEAM","23168","Regimen variant #2 2 cycles with higher-dose etoposide",924,"Non-curative therapy","2648"
"3235","1556.23168.1609.2648","GHSG HD-R1|GHSG HD-R1",1556,"DexaBEAM","23168","Regimen variant #3 4 cycles total with higher-dose etoposide",1609,"Non-curative therapy","2648"
"3236","4030.3508.1.2648","Velasquez et al. 1988|GHSG HD-R2|HDR-ALLO",4030,"DHAP","3508","normal",1,"Non-curative therapy","2648"
"3237","2144.23181.1.2648","Josting et al. 2002",2144,"DHAP - time intensified","23181","normal",1,"Non-curative therapy","2648"
"3238","198.17233.1.2648","Aparicio et al. 1999",198,"ESHAP","17233","normal",1,"Non-curative therapy","2648"
"3239","2139.16485.1.2648","Johnston et al. 2010",2139,"Everolimus monotherapy","16485","normal",1,"Non-curative therapy","2648"
"3240","3200.23201.1.2648","PSOC 2003",3200,"GCD","23201","normal",1,"Non-curative therapy","2648"
"3241","3200.23208.1.2648","PSOC 2003",3200,"GCD-R","23208","normal",1,"Non-curative therapy","2648"
"3242","3484.5218.1.2648","Santoro et al. 2000",3484,"Gemcitabine monotherapy","5218","normal",1,"Non-curative therapy","2648"
"3243","2964.23215.1.2648","Oki et al. 2007",2964,"Gemcitabine and Rituximab","23215","normal",1,"Non-curative therapy","2648"
"3244","553.16505.696.2648","CALGB 59804|CALGB 59804",553,"GVD","16505","Regimen variant #1 transplant-naive",696,"Non-curative therapy","2648"
"3245","553.16505.1388.2648","CALGB 59804|CALGB 59804",553,"GVD","16505","Regimen variant #2 post-transplant",1388,"Non-curative therapy","2648"
"3246","2762.23228.1.2648","Naqi et al. 2013",2762,"GVP","23228","normal",1,"Non-curative therapy","2648"
"3247","2692.17310.178.2648","Moskowitz et al. 2001",2692,"ICE","17310","Regimen variant #1 2",178,"Non-curative therapy","2648"
"3248","2724.17310.779.2648","MSK 11-142",2724,"ICE","17310","Regimen variant #2 &quot;Augmented ICE&quot;",779,"Non-curative therapy","2648"
"3249","421.23242.1.2648","Bonfante et al. 1998",421,"Ifosfamide and Vinorelbine","23242","normal",1,"Non-curative therapy","2648"
"3250","3485.22656.1.2648","Santoro et al. 2007|Magagnoli et al. 2007|HD0801",3485,"IGEV","22656","normal",1,"Non-curative therapy","2648"
"3251","4067.2720.1.2648","Wash U 07-0233",4067,"Lenalidomide monotherapy","2720","normal",1,"Non-curative therapy","2648"
"3252","3360.17231.1.2648","Rodriguez et al. 1995a",3360,"MINE","17231","normal",1,"Non-curative therapy","2648"
"3253","1354.23273.78.2648","Fernandez-Jimenez et al. 1999",1354,"Mini-BEAM","23273","Regimen variant #1 1 day of treatment/cycle",78,"Non-curative therapy","2648"
"3254","811.23273.1139.2648","Colwill et al. 1995",811,"Mini-BEAM","23273","Regimen variant #2 6 days of treatment/cycle",1139,"Non-curative therapy","2648"
"3255","704.3192.583.2648","CheckMate 205",704,"Nivolumab monotherapy","3192","Regimen variant #1 every 2 weeks",583,"Non-curative therapy","2648"
"3256","689.3192.1463.2648","CheckMate 039",689,"Nivolumab monotherapy","3192","Regimen variant #2 with lead-in",1463,"Non-curative therapy","2648"
"3257","2953.23303.1.2648","O-ESHAP-LH-2009",2953,"O-ESHAP","23303","normal",1,"Non-curative therapy","2648"
"3258","4154.810.1.2648","Younes et al. 2003",4154,"Rituximab monotherapy","810","normal",1,"Non-curative therapy","2648"
"3259","2377.23330.1.2648","Little et al. 1998",2377,"Vinblastine monotherapy","23330","normal",1,"Non-curative therapy","2648"
"3260","963.6944.1.2648","Devizzi et al. 1994",963,"Vinorelbine monotherapy","6944","normal",1,"Non-curative therapy","2648"
"3261","3616.16385.1.1840","Sobol et al. 2013",3616,"BEAM, then allo HSCT","16385","normal",1,"Consolidation after salvage therapy","1840"
"3262","2369.2885.1.1840","Linch et al. 1993|GHSG HD-R1",2369,"BEAM","2885","normal",1,"Consolidation after salvage therapy","1840"
"3263","4184.4113.163.1840","Zinzani et al. 2003",4184,"CBV","4113","Regimen variant #1 1500/300/250 all BSA-based",163,"Consolidation after salvage therapy","1840"
"3264","3288.4113.916.1840","Reece et al. 1994",3288,"CBV","4113","Regimen variant #2 1800/600/400",916,"Consolidation after salvage therapy","1840"
"3265","1521.4138.1.1840","GELA/SFGM H96",1521,"CBV-Mx","4138","normal",1,"Consolidation after salvage therapy","1840"
"3266","177.23345.148.1840","Anderlini et al. 2008",177,"Flu-Mel, then allo HSCT","23345","Regimen variant #1 132/140",148,"Consolidation after salvage therapy","1840"
"3267","157.23345.900.1840","Alvarez et al. 2006|HDR-ALLO",157,"Flu-Mel, then allo HSCT","23345","Regimen variant #2 150/140",900,"Consolidation after salvage therapy","1840"
"3268","3076.23346.1.1840","Peggs et al. 2005",3076,"Fludarabine, Melphalan, Alemtuzumab, then allo HSCT","23346","normal",1,"Consolidation after salvage therapy","1840"
"3269","1263.3174.609.1840","EORTC/LYSA/FIL H10",1263,"Radiation therapy","3174","Regimen variant #1 involved node RT (INRT)",609,"Consolidation after salvage therapy","1840"
"3270","3981.3174.1346.1840","UK NCRI RAPID",3981,"Radiation therapy","3174","Regimen variant #2 involved field RT (IFRT)",1346,"Consolidation after salvage therapy","1840"
"3271","85.3478.1.16398","AETHERA",85,"Brentuximab vedotin monotherapy","3478","normal",1,"Maintenance after salvage therapy","16398"
"3272","3552.3478.662.2648","SG035-0003",3552,"Brentuximab vedotin monotherapy","3478","Regimen variant #1 q3wk cycle x 16",662,"Non-curative therapy","2648"
"3273","2227.3478.1403.2648","KEYNOTE-204",2227,"Brentuximab vedotin monotherapy","3478","Regimen variant #2 q3wk cycle x 2 years",1403,"Non-curative therapy","2648"
"3274","3551.3478.1787.2648","SG035-0001|SGN35-006",3551,"Brentuximab vedotin monotherapy","3478","Regimen variant #3 q3wk indefinite",1787,"Non-curative therapy","2648"
"3275","2214.3199.1.2648","KEYNOTE-087|KEYNOTE-204",2214,"Pembrolizumab monotherapy","3199","normal",1,"Non-curative therapy","2648"
"3276","4060.2712.1.794","Wagner et al. 2009",4060,"Alemtuzumab monotherapy","2712","normal",1,"All lines of therapy","794"
"3277","2863.34294.1.794","NIAID 14-I-0081",2863,"Benralizumab monotherapy","34294","normal",1,"All lines of therapy","794"
"3278","2035.23708.1.794","Jabbour et al. 2005",2035,"Cladribine and Cytarabine","23708","normal",1,"All lines of therapy","794"
"3279","1610.4907.1.794","Gleich et al. 2002|STIB2225|Pardanani et al. 2002|Cortes et al. 2003|Cools et al. 2003|Baccarani et al. 2007|Klion et al. 2003|Helbig et al. 2008|Metzgeroth et al. 2008",1610,"Imatinib monotherapy","4907","normal",1,"All lines of therapy","794"
"3280","1729.23780.1.794","GSK 100185",1729,"Mepolizumab monotherapy","23780","normal",1,"All lines of therapy","794"
"3281","21.4852.1.794","A2101",21,"Nilotinib monotherapy","4852","normal",1,"All lines of therapy","794"
"3282","3431.1882.1.794","Rumi et al. 2013",3431,"Ruxolitinib monotherapy","1882","normal",1,"All lines of therapy","794"
"3283","4071.10660.48.813","Wei et al. 2015",4071,"Dexamethasone monotherapy","10660","Regimen variant #1",48,"Induction therapy","813"
"3284","2507.10660.778.813","Matschke et al. 2013",2507,"Dexamethasone monotherapy","10660","Regimen variant #2",778,"Induction therapy","813"
"3285","730.10660.1466.813","Cheng et al. 2003",730,"Dexamethasone monotherapy","10660","Regimen variant #3",1466,"Induction therapy","813"
"3286","2511.10660.1984.813","Mazzucconi et al. 2007|Mazzucconi et al. 2007",2511,"Dexamethasone monotherapy","10660","Regimen variant #4 monthly dexamethasone",1984,"Induction therapy","813"
"3287","1688.23845.1.813","Gomez-Almaguer et al. 2014",1688,"Dexamethasone and Eltrombopag","23845","normal",1,"Induction therapy","813"
"3288","1956.23852.1.813","Imahiyerobo et al. 2013",1956,"Dexamethasone and Rituximab","23852","normal",1,"Induction therapy","813"
"3289","1625.23854.1.813","Godeau et al. 1999",1625,"Intravenous immunoglobulin monotherapy","23854","normal",1,"Induction therapy","813"
"3290","4071.801.178.813","Wei et al. 2015",4071,"Prednisone monotherapy","801","Regimen variant #1 2",178,"Induction therapy","813"
"3291","2507.801.919.813","Matschke et al. 2013",2507,"Prednisone monotherapy","801","Regimen variant #2 2",919,"Induction therapy","813"
"3292","488.23861.232.813","Bussel et al. 1991",488,"RhIG monotherapy","23861","Regimen variant #1 25 mcg/kg",232,"Induction therapy","813"
"3293","2842.23861.1101.813","Newman et al. 2001|Newman et al. 2001",2842,"RhIG monotherapy","23861","Regimen variant #2 50 mcg/kg",1101,"Induction therapy","813"
"3294","2842.23861.1690.813","Newman et al. 2001|Newman et al. 2001",2842,"RhIG monotherapy","23861","Regimen variant #3 75 mcg/kg",1690,"Induction therapy","813"
"3295","735.23874.1.813","Choi et al. 2015",735,"TT4","23874","normal",1,"Induction therapy","813"
"3296","3956.23881.1.2648","U1111-1132-6877",3956,"ATRA and Danazol","23881","normal",1,"Non-curative therapy","2648"
"3297","1174.3636.1.2648","Emilia et al. 2002",1174,"Cyclosporine monotherapy","3636","normal",1,"Non-curative therapy","2648"
"3298","112.23901.1.2648","Ahn et al. 1983|U1111-1132-6877",112,"Danazol monotherapy","23901","normal",1,"Non-curative therapy","2648"
"3299","178.10660.1.2648","Andersen 1994",178,"Dexamethasone monotherapy","10660","normal",1,"Non-curative therapy","2648"
"3300","1956.23852.1.2648","Imahiyerobo et al. 2013",1956,"Dexamethasone and Rituximab","23852","normal",1,"Non-curative therapy","2648"
"3301","3099.3657.250.2648","PETIT2",3099,"Eltrombopag monotherapy","3657","Regimen variant #1 3",250,"Non-curative therapy","2648"
"3302","3926.3657.990.2648","TRA100773|TRA100773",3926,"Eltrombopag monotherapy","3657","Regimen variant #2 3",990,"Non-curative therapy","2648"
"3303","3240.3657.1545.2648","RAISE-ITP",3240,"Eltrombopag monotherapy","3657","Regimen variant #3 2",1545,"Non-curative therapy","2648"
"3304","3926.3657.1806.2648","TRA100773|TRA100773",3926,"Eltrombopag monotherapy","3657","Regimen variant #4",1806,"Non-curative therapy","2648"
"3305","1315.3657.1999.2648","EXTEND",1315,"Eltrombopag monotherapy","3657","Regimen variant #5",1999,"Non-curative therapy","2648"
"3306","1395.23945.1.2648","FIT1|FIT2",1395,"Fostamatinib monotherapy","23945","normal",1,"Non-curative therapy","2648"
"3307","3861.23953.1.2648","Taylor et al. 2015",3861,"Mycophenolate mofetil monotherapy","23953","normal",1,"Non-curative therapy","2648"
"3308","1626.810.1.2648","Godeau et al. 2008|RITP",1626,"Rituximab monotherapy","810","normal",1,"Non-curative therapy","2648"
"3309","165.23980.1.2648","Amgen 20030105|Amgen 20030212|Amgen 20080279",165,"Romiplostim monotherapy","23980","normal",1,"Non-curative therapy","2648"
"3310","2343.810.1.794","Leissinger et al. 2014",2343,"Rituximab monotherapy","810","normal",1,"All lines of therapy","794"
"3311","293.1358.1.3175","AZA-JMML-001",293,"Azacitidine monotherapy","1358","normal",1,"Non-curative first-line therapy","3175"
"3312","1582.37996.99.794","Gill et al. 1996",1582,"ABV (Vincristine)","37996","Regimen variant #1 10/15/1",99,"All lines of therapy","794"
"3313","2901.37996.944.794","Northfelt et al. 1998",2901,"ABV (Vincristine)","37996","Regimen variant #2 20/10/1",944,"All lines of therapy","794"
"3314","2.3350.1.794","03-C-0110",2,"Bevacizumab monotherapy","3350","normal",1,"All lines of therapy","794"
"3315","3164.38015.1.794","Presant et al. 1993|Gill et al. 1996",3164,"Daunorubicin liposomal monotherapy","38015","normal",1,"All lines of therapy","794"
"3316","3277.3367.503.794","REACT-KS",3277,"Etoposide monotherapy","3367","Regimen variant #1 8 cycles",503,"All lines of therapy","794"
"3317","1305.3367.1333.794","Evans et al. 2002",1305,"Etoposide monotherapy","3367","Regimen variant #2 indefinite",1333,"All lines of therapy","794"
"3318","161.5706.103.794","AMC 066",161,"Paclitaxel monotherapy","5706","Regimen variant #1 100 mg/m2",103,"All lines of therapy","794"
"3319","504.5706.883.794","CA139-174",504,"Paclitaxel monotherapy","5706","Regimen variant #2 135 mg/m2",883,"All lines of therapy","794"
"3320","2902.7514.652.794","Northfelt et al. 1998|Stewart et al. 1998",2902,"Pegylated liposomal doxorubicin monotherapy","7514","Regimen variant #1 q2wk",652,"All lines of therapy","794"
"3321","1773.7514.1398.794","Harrison et al. 1995",1773,"Pegylated liposomal doxorubicin monotherapy","7514","Regimen variant #2 q3wk",1398,"All lines of therapy","794"
"3322","2784.27496.1.794","NCI 12-C-0047",2784,"Pomalidomide monotherapy","27496","normal",1,"All lines of therapy","794"
"3323","2467.10624.1.813","MAALCH",2467,"Cytarabine and Methotrexate (CYM)","10624","normal",1,"Induction therapy","813"
"3324","2324.24069.1.813","LCH-II",2324,"Etoposide, Vinblastine, Prednisone","24069","normal",1,"Induction therapy","813"
"3325","2323.24083.1.813","LCH-I|LCH-II|LCH-III",2323,"Vinblastine and Prednisone","24083","normal",1,"Induction therapy","813"
"3326","2325.23708.1.2648","LCH-S-2005",2325,"Cladribine and Cytarabine","23708","normal",1,"Non-curative therapy","2648"
"3327","2726.17789.1.2648","MSK 15-216",2726,"Cobimetinib monotherapy","17789","normal",1,"Non-curative therapy","2648"
"3328","4024.5142.1.2648","VE-BASKET",4024,"Vemurafenib monotherapy","5142","normal",1,"Non-curative therapy","2648"
"3329","2325.2239.1.1526","LCH-S-2005",2325,"Cladribine monotherapy","2239","normal",1,"Consolidation after upfront therapy","1526"
"3330","2325.24097.1.1901","LCH-S-2005",2325,"Mercaptopurine, Methotrexate, Vinblastine, Prednisolone","24097","normal",1,"Maintenance after upfront therapy","1901"
"3331","328.3360.1.813","Bareau et al. 2010",328,"Cyclophosphamide monotherapy","3360","normal",1,"Induction therapy","813"
"3332","1128.24108.1.813","ECOG E5998",1128,"Methotrexate and Prednisone","24108","normal",1,"Induction therapy","813"
"3333","1128.797.1.2648","ECOG E5998",1128,"Cyclophosphamide and Prednisone","797","normal",1,"Non-curative therapy","2648"
"3334","1642.2579.441.3175","GOG-250|GOG-250",1642,"Docetaxel and Gemcitabine","2579","Regimen variant #1 60/675",441,"Non-curative first-line therapy","3175"
"3335","1795.2579.1222.3175","Hensley et al. 2002|GeDDiS|Hensley et al. 2002",1795,"Docetaxel and Gemcitabine","2579","Regimen variant #2 75/675",1222,"Non-curative first-line therapy","3175"
"3336","1642.2579.1706.3175","GOG-250|GOG-250",1642,"Docetaxel and Gemcitabine","2579","Regimen variant #3 75/900",1706,"Non-curative first-line therapy","3175"
"3337","1797.2579.1832.3175","Hensley et al. 2002|Hensley et al. 2002|GOG 87L",1797,"Docetaxel and Gemcitabine","2579","Regimen variant #4 100/900",1832,"Non-curative first-line therapy","3175"
"3338","1506.5217.1.3175","GeDDiS|LMS-04",1506,"Doxorubicin monotherapy","5217","normal",1,"Non-curative first-line therapy","3175"
"3339","2383.53003.1.3175","LMS-04",2383,"Doxorubicin and Trabectedin","53003","normal",1,"Non-curative first-line therapy","3175"
"3340","1038.25429.526.1874","E7389-G000-309|E7389-G000-309|E7389-G000-309",1038,"Dacarbazine monotherapy","25429","Regimen variant #1 850 mg/m2",526,"Non-curative subsequent-line therapy","1874"
"3341","1039.25429.838.1874","E7389-G000-309|ET743-SAR-3007|E7389-G000-309|E7389-G000-309",1039,"Dacarbazine monotherapy","25429","Regimen variant #2 1000 mg/m2",838,"Non-curative subsequent-line therapy","1874"
"3342","1038.25429.1522.1874","E7389-G000-309|E7389-G000-309|E7389-G000-309",1038,"Dacarbazine monotherapy","25429","Regimen variant #3 1200 mg/m2",1522,"Non-curative subsequent-line therapy","1874"
"3343","1472.37005.1.1874","Garcia-Del-Muro et al. 2011",1472,"Dacarbazine and Gemcitabine","37005","normal",1,"Non-curative subsequent-line therapy","1874"
"3344","1796.2579.493.1874","Hensley et al. 2002|Hensley et al. 2002",1796,"Docetaxel and Gemcitabine","2579","Regimen variant #1 75/675",493,"Non-curative subsequent-line therapy","1874"
"3345","1796.2579.837.1874","Hensley et al. 2002|Hensley et al. 2002",1796,"Docetaxel and Gemcitabine","2579","Regimen variant #2 100/900",837,"Non-curative subsequent-line therapy","1874"
"3346","1037.8190.1.1874","E7389-G000-309",1037,"Eribulin monotherapy","8190","normal",1,"Non-curative subsequent-line therapy","1874"
"3347","3295.11801.1.1874","REGOSARC",3295,"Regorafenib monotherapy","11801","normal",1,"Non-curative subsequent-line therapy","1874"
"3348","948.32298.1.1874","Demetri et al. 2009|ET743-SAR-3007",948,"Trabectedin monotherapy","32298","normal",1,"Non-curative subsequent-line therapy","1874"
"3349","2346.24191.52.3175","LENDEXAL",2346,"CRd","24191","Regimen variant #1 &quot;LDC&quot;",52,"Non-curative first-line therapy","3175"
"3350","2516.24191.781.3175","MC0685",2516,"CRd","24191","Regimen variant #2 &quot;CRd&quot;",781,"Non-curative first-line therapy","3175"
"3351","3438.24191.1468.3175","RV-178",3438,"CRd","24191","Regimen variant #3 &quot;RdC&quot;",1468,"Non-curative first-line therapy","3175"
"3352","4070.24213.48.3175","Wechalekar et al. 2007|Wechalekar et al. 2007",4070,"CTD","24213","Regimen variant #1",48,"Non-curative first-line therapy","3175"
"3353","4070.24213.1418.3175","Wechalekar et al. 2007|Wechalekar et al. 2007",4070,"CTD","24213","Regimen variant #2 risk attenuated regimen",1418,"Non-curative first-line therapy","3175"
"3354","186.18361.1.3175","ANDROMEDA",186,"Dara-CyBorD","18361","normal",1,"Non-curative first-line therapy","3175"
"3355","3204.65890.1.3175","PUMCH-AL2017",3204,"Doxycycline-CyBorD","65890","normal",1,"Non-curative first-line therapy","3175"
"3356","3481.2720.157.3175","Sanchorwala et al. 2006",3481,"Lenalidomide monotherapy","2720","Regimen variant #1 15 mg dosing",157,"Non-curative first-line therapy","3175"
"3357","2513.2720.972.3175","MC0484",2513,"Lenalidomide monotherapy","2720","Regimen variant #2 25 mg dosing",972,"Non-curative first-line therapy","3175"
"3358","2036.58161.560.3175","Jaccard et al. 2007",2036,"Melphalan and Dexamethasone","58161","Regimen variant #1 BSA-based melphalan",560,"Non-curative first-line therapy","3175"
"3359","3016.58161.1461.3175","Palladini et al. 2003|EMN-03",3016,"Melphalan and Dexamethasone","58161","Regimen variant #2 weight-based melphalan",1461,"Non-curative first-line therapy","3175"
